"text","pos","neg"
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Manchin and Sinema force Dems to drop corporate tax rate hike, fossil fuel penalties, and free community college",0.154,0.098
"Call Their Bluff Right Now",0,0
"Call Their Bluff Right Now",0,0
"Call Their Bluff Right Now",0,0
"Call Their Bluff Right Now",0,0
"Call Their Bluff Right Now",0,0
"Call Their Bluff Right Now",0,0
"PSA  r/politics thread discussing taking extreme actions against corrupt coal baron Joe Manchin for killing the climate bill (and humanity in the process) after all attempts at recourse have been denied.",0,0.196
"PSA  r/politics thread discussing taking extreme actions against corrupt coal baron Joe Manchin for killing the climate bill (and humanity in the process) after all attempts at recourse have been denied.",0,0.196
"What impact do you expect to see on men's issues if the American reconciliation package passes as is? What are your favorite and least favorite provisions? What are you worried about in the implementation of these policies?",0.071,0.124
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
"Democrats' clean energy program will likely be cut from massive budget bill",0.302,0.132
